iquitos_persiann, 3.875S, 73.375W, precipitation_amount,
1993,10,7,0, 
1993,10,8,0, 
1993,10,9,1.93, 
1993,10,10,2.48, 
1993,10,11,0.51, 
1993,10,12,0, 
1993,10,13,12.59, 
1993,10,14,14.77, 
1993,10,15,1.08, 
1993,10,16,12.87, 
1993,10,17,0.76, 
1993,10,18,16.33, 
1993,10,19,16.31, 
1993,10,20,26.76, 
1993,10,21,2.48, 
1993,10,22,7.11, 
1993,10,23,8.25, 
1993,10,24,20.32, 
1993,10,25,2.01, 
1993,10,26,4.92, 
1993,10,27,7.99, 
1993,10,28,21.73, 
1993,10,29,0, 
1993,10,30,3.29, 
1993,10,31,23.12, 
1993,11,1,11.91, 
1993,11,2,35.11, 
1993,11,3,5.69, 
1993,11,4,0, 
1993,11,5,0, 
1993,11,6,0, 
1993,11,7,5.84, 
1993,11,8,26.53, 
1993,11,9,21.03, 
1993,11,10,6.2, 
1993,11,11,11.04, 
1993,11,12,0.39, 
1993,11,13,34.23, 
1993,11,14,0.94, 
1993,11,15,9.12, 
1993,11,16,12.4, 
1993,11,17,26.59, 
1993,11,18,12.25, 
1993,11,19,12.38, 
1993,11,20,12.69, 
1993,11,21,2.11, 
1993,11,22,5.9, 
1993,11,23,20.9, 
1993,11,24,11.22, 
1993,11,25,18.45, 
1993,11,26,0.47, 
1993,11,27,0, 
1993,11,28,62.73, 
1993,11,29,2.43, 
1993,11,30,0.41, 
1993,12,1,0, 
1993,12,2,17.78, 
1993,12,3,6.21, 
1993,12,4,2.96, 
1993,12,5,2.9, 
1993,12,6,12.91, 
1993,12,7,8.09, 
1993,12,8,11.75, 
1993,12,9,5.75, 
1993,12,10,0, 
1993,12,11,9.51, 
1993,12,12,10.08, 
1993,12,13,1, 
1993,12,14,20.03, 
1993,12,15,13.21, 
1993,12,16,15.03, 
1993,12,17,19.8, 
1993,12,18,23.17, 
1993,12,19,29.31, 
1993,12,20,7.41, 
1993,12,21,1.43, 
1993,12,22,6.26, 
1993,12,23,0, 
1993,12,24,19.31, 
1993,12,25,1.5, 
1993,12,26,23.16, 
1993,12,27,0, 
1993,12,28,0.44, 
1993,12,29,0, 
1993,12,30,0, 
1993,12,31,3.54, 
1994,1,1,1.6, 
1994,1,2,0.42, 
1994,1,3,0, 
1994,1,4,1.73, 
1994,1,5,15.38, 
1994,1,6,8.02, 
1994,1,7,2.31, 
1994,1,8,0, 
1994,1,9,1.05, 
1994,1,10,9.86, 
1994,1,11,40.99, 
1994,1,12,10.09, 
1994,1,13,1.07, 
1994,1,14,1.41, 
1994,1,15,8.21, 
1994,1,16,10.85, 
1994,1,17,2.34, 
1994,1,18,2.19, 
1994,1,19,1.17, 
1994,1,20,2.33, 
1994,1,21,0.41, 
1994,1,22,4.82, 
1994,1,23,6.17, 
1994,1,24,7.64, 
1994,1,25,1.74, 
1994,1,26,1.77, 
1994,1,27,6.27, 
1994,1,28,7.67, 
1994,1,29,22.32, 
1994,1,30,16.62, 
1994,1,31,6.46, 
1994,2,1,0.48, 
1994,2,2,16.95, 
1994,2,3,22.02, 
1994,2,4,10.89, 
1994,2,5,0, 
1994,2,6,1.41, 
1994,2,7,19.13, 
1994,2,8,4.11, 
1994,2,9,4.43, 
1994,2,10,10.64, 
1994,2,11,4.75, 
1994,2,12,11.28, 
1994,2,13,4.79, 
1994,2,14,0, 
1994,2,15,0, 
1994,2,16,4.7, 
1994,2,17,9.77, 
1994,2,18,24.58, 
1994,2,19,12.93, 
1994,2,20,27.42, 
1994,2,21,6.75, 
1994,2,22,0.77, 
1994,2,23,11.65, 
1994,2,24,35.02, 
1994,2,25,1.97, 
1994,2,26,30.48, 
1994,2,27,10.09, 
1994,2,28,11.53, 
1994,3,1,12, 
1994,3,2,17.76, 
1994,3,3,17.72, 
1994,3,4,1.39, 
1994,3,5,3.89, 
1994,3,6,4.41, 
1994,3,7,4.95, 
1994,3,8,3.33, 
1994,3,9,0, 
1994,3,10,5.37, 
1994,3,11,2.72, 
1994,3,12,2.78, 
1994,3,13,1.79, 
1994,3,14,2.32, 
1994,3,15,0, 
1994,3,16,3.54, 
1994,3,17,14.25, 
1994,3,18,5.43, 
1994,3,19,11.03, 
1994,3,20,2.78, 
1994,3,21,16.08, 
1994,3,22,24.69, 
1994,3,23,5.11, 
1994,3,24,1.01, 
1994,3,25,18.89, 
1994,3,26,43.6, 
1994,3,27,5.74, 
1994,3,28,0.51, 
1994,3,29,2.6, 
1994,3,30,4.61, 
1994,3,31,7.32, 
1994,4,1,38.41, 
1994,4,2,22.63, 
1994,4,3,15.84, 
1994,4,4,1.65, 
1994,4,5,1.54, 
1994,4,6,30.24, 
1994,4,7,20.33, 
1994,4,8,5.87, 
1994,4,9,9.67, 
1994,4,10,2.44, 
1994,4,11,23.14, 
1994,4,12,20.25, 
1994,4,13,11.73, 
1994,4,14,0, 
1994,4,15,34.45, 
1994,4,16,11.53, 
1994,4,17,1.65, 
1994,4,18,0, 
1994,4,19,40.88, 
1994,4,20,0.98, 
1994,4,21,6.19, 
1994,4,22,2.61, 
1994,4,23,2.48, 
1994,4,24,13.02, 
1994,4,25,1.81, 
1994,4,26,0.74, 
1994,4,27,23.51, 
1994,4,28,23.65, 
1994,4,29,24.87, 
1994,4,30,5.77, 
1994,5,1,0, 
1994,5,2,18.81, 
1994,5,3,8.63, 
1994,5,4,1.01, 
1994,5,5,5.01, 
1994,5,6,1.41, 
1994,5,7,16.13, 
1994,5,8,18.31, 
1994,5,9,0.6, 
1994,5,10,7.85, 
1994,5,11,22.68, 
1994,5,12,16.01, 
1994,5,13,4.23, 
1994,5,14,3.49, 
1994,5,15,0, 
1994,5,16,0, 
1994,5,17,0, 
1994,5,18,22.2, 
1994,5,19,6.11, 
1994,5,20,8.49, 
1994,5,21,11.01, 
1994,5,22,24.75, 
1994,5,23,15.63, 
1994,5,24,23.67, 
1994,5,25,17.13, 
1994,5,26,2.36, 
1994,5,27,6.08, 
1994,5,28,0, 
1994,5,29,3.32, 
1994,5,30,16.57, 
1994,5,31,17.77, 
1994,6,1,1.04, 
1994,6,2,31.79, 
1994,6,3,64.34, 
1994,6,4,0, 
1994,6,5,21.97, 
1994,6,6,0, 
1994,6,7,11.52, 
1994,6,8,17.11, 
1994,6,9,16.8, 
1994,6,10,0, 
1994,6,11,0, 
1994,6,12,0, 
1994,6,13,4.03, 
1994,6,14,0, 
1994,6,15,20.15, 
1994,6,16,3.83, 
1994,6,17,7.23, 
1994,6,18,20.61, 
1994,6,19,5.3, 
1994,6,20,0, 
1994,6,21,0, 
1994,6,22,0, 
1994,6,23,11.49, 
1994,6,24,79.47, 
1994,6,25,16.45, 
1994,6,26,45.73, 
1994,6,27,0.93, 
1994,6,28,0, 
1994,6,29,0, 
1994,6,30,0, 
1994,7,1,0, 
1994,7,2,8.84, 
1994,7,3,9.03, 
1994,7,4,2.12, 
1994,7,5,6.58, 
1994,7,6,1.13, 
1994,7,7,0, 
1994,7,8,17.47, 
1994,7,9,8.54, 
1994,7,10,0, 
1994,7,11,0, 
1994,7,12,0, 
1994,7,13,0, 
1994,7,14,0, 
1994,7,15,0, 
1994,7,16,0, 
1994,7,17,0, 
1994,7,18,0, 
1994,7,19,6.72, 
1994,7,20,9.61, 
1994,7,21,5.24, 
1994,7,22,0, 
1994,7,23,2.37, 
1994,7,24,4.25, 
1994,7,25,10.38, 
1994,7,26,0, 
1994,7,27,0, 
1994,7,28,0.97, 
1994,7,29,34.67, 
1994,7,30,6.64, 
1994,7,31,0, 
1994,8,1,0, 
1994,8,2,1.01, 
1994,8,3,8.3, 
1994,8,4,11.17, 
1994,8,5,2.6, 
1994,8,6,7.13, 
1994,8,7,4.19, 
1994,8,8,6.21, 
1994,8,9,0, 
1994,8,10,3.8, 
1994,8,11,40.39, 
1994,8,12,0, 
1994,8,13,0, 
1994,8,14,0, 
1994,8,15,2.42, 
1994,8,16,40.06, 
1994,8,17,1.44, 
1994,8,18,7.36, 
1994,8,19,12.86, 
1994,8,20,37.98, 
1994,8,21,9.5, 
1994,8,22,1.81, 
1994,8,23,2.13, 
1994,8,24,3.8, 
1994,8,25,1.64, 
1994,8,26,0, 
1994,8,27,0, 
1994,8,28,0.97, 
1994,8,29,4.75, 
1994,8,30,4.8, 
1994,8,31,0.87, 
1994,9,1,0.96, 
1994,9,2,10.01, 
1994,9,3,14.76, 
1994,9,4,8.22, 
1994,9,5,1.46, 
1994,9,6,3.21, 
1994,9,7,1.02, 
1994,9,8,21.66, 
1994,9,9,32.58, 
1994,9,10,0, 
1994,9,11,3.64, 
1994,9,12,3.93, 
1994,9,13,3.89, 
1994,9,14,25, 
1994,9,15,0, 
1994,9,16,11.31, 
1994,9,17,10.05, 
1994,9,18,18.88, 
1994,9,19,0.81, 
1994,9,20,0, 
1994,9,21,1.28, 
1994,9,22,1.86, 
1994,9,23,11.8, 
1994,9,24,16.1, 
1994,9,25,1.42, 
1994,9,26,18.41, 
1994,9,27,19.75, 
1994,9,28,11.63, 
1994,9,29,0, 
1994,9,30,1.05, 
1994,10,1,4.09, 
1994,10,2,5.44, 
1994,10,3,2.01, 
1994,10,4,19.71, 
1994,10,5,0.44, 
1994,10,6,0.7, 
1994,10,7,4.94, 
1994,10,8,2.16, 
1994,10,9,1.7, 
1994,10,10,14.81, 
1994,10,11,8.38, 
1994,10,12,0.58, 
1994,10,13,4.4, 
1994,10,14,21.17, 
1994,10,15,1.65, 
1994,10,16,1.14, 
1994,10,17,0.29, 
1994,10,18,13.91, 
1994,10,19,4.8, 
1994,10,20,5.03, 
1994,10,21,6.08, 
1994,10,22,3.72, 
1994,10,23,8.97, 
1994,10,24,9.4, 
1994,10,25,3.7, 
1994,10,26,0.38, 
1994,10,27,2.78, 
1994,10,28,15.31, 
1994,10,29,13.85, 
1994,10,30,0.39, 
1994,10,31,5.93, 
1994,11,1,21.63, 
1994,11,2,6.38, 
1994,11,3,0, 
1994,11,4,1.25, 
1994,11,5,0, 
1994,11,6,18.56, 
1994,11,7,18.09, 
1994,11,8,2.43, 
1994,11,9,4.91, 
1994,11,10,0, 
1994,11,11,6.66, 
1994,11,12,6.48, 
1994,11,13,11.65, 
1994,11,14,15.86, 
1994,11,15,0, 
1994,11,16,6.36, 
1994,11,17,0.49, 
1994,11,18,4.59, 
1994,11,19,1.14, 
1994,11,20,26.03, 
1994,11,21,3.06, 
1994,11,22,33.22, 
1994,11,23,9.69, 
1994,11,24,4.35, 
1994,11,25,3.04, 
1994,11,26,7.78, 
1994,11,27,27.81, 
1994,11,28,12.77, 
1994,11,29,4.03, 
1994,11,30,18.3, 
1994,12,1,25.52, 
1994,12,2,8.5, 
1994,12,3,7.4, 
1994,12,4,20.65, 
1994,12,5,3.42, 
1994,12,6,19.72, 
1994,12,7,14.92, 
1994,12,8,3.5, 
1994,12,9,0, 
1994,12,10,8.2, 
1994,12,11,1.44, 
1994,12,12,8.62, 
1994,12,13,21.31, 
1994,12,14,7.91, 
1994,12,15,19.13, 
1994,12,16,14.95, 
1994,12,17,4.41, 
1994,12,18,1.59, 
1994,12,19,21.09, 
1994,12,20,17.77, 
1994,12,21,0.5, 
1994,12,22,1.46, 
1994,12,23,3.24, 
1994,12,24,5.87, 
1994,12,25,0.6, 
1994,12,26,34.37, 
1994,12,27,1.13, 
1994,12,28,0, 
1994,12,29,0, 
1994,12,30,20.37, 
1994,12,31,22.72, 
1995,1,1,47.08, 
1995,1,2,5.56, 
1995,1,3,0, 
1995,1,4,0.96, 
1995,1,5,0, 
1995,1,6,-9999, 
1995,1,7,0, 
1995,1,8,0, 
1995,1,9,0, 
1995,1,10,-9999, 
1995,1,11,0, 
1995,1,12,0, 
1995,1,13,0, 
1995,1,14,1, 
1995,1,15,46.19, 
1995,1,16,46.94, 
1995,1,17,0, 
1995,1,18,43.29, 
1995,1,19,0.84, 
1995,1,20,29.5, 
1995,1,21,15.16, 
1995,1,22,48.78, 
1995,1,23,0.8, 
1995,1,24,0, 
1995,1,25,7.44, 
1995,1,26,17.62, 
1995,1,27,3.28, 
1995,1,28,16.54, 
1995,1,29,0, 
1995,1,30,23.61, 
1995,1,31,1.72, 
1995,2,1,3.39, 
1995,2,2,5.5, 
1995,2,3,10.72, 
1995,2,4,1.41, 
1995,2,5,19.86, 
1995,2,6,59.18, 
1995,2,7,0.37, 
1995,2,8,0, 
1995,2,9,0.4, 
1995,2,10,0.93, 
1995,2,11,5.78, 
1995,2,12,14.97, 
1995,2,13,8.75, 
1995,2,14,8.73, 
1995,2,15,7.06, 
1995,2,16,2.56, 
1995,2,17,0.47, 
1995,2,18,10.91, 
1995,2,19,1.93, 
1995,2,20,0, 
1995,2,21,1.95, 
1995,2,22,18.44, 
1995,2,23,20.81, 
1995,2,24,1.71, 
1995,2,25,0, 
1995,2,26,1.17, 
1995,2,27,3.39, 
1995,2,28,1.17, 
1995,3,1,2.62, 
1995,3,2,1.12, 
1995,3,3,5.99, 
1995,3,4,0, 
1995,3,5,4.1, 
1995,3,6,7.04, 
1995,3,7,9.04, 
1995,3,8,0, 
1995,3,9,18.25, 
1995,3,10,0, 
1995,3,11,45.92, 
1995,3,12,2.09, 
1995,3,13,4.06, 
1995,3,14,0, 
1995,3,15,19.54, 
1995,3,16,15.41, 
1995,3,17,30.94, 
1995,3,18,2.94, 
1995,3,19,0.72, 
1995,3,20,13.53, 
1995,3,21,21.84, 
1995,3,22,21.44, 
1995,3,23,15.02, 
1995,3,24,4.14, 
1995,3,25,29.03, 
1995,3,26,7.75, 
1995,3,27,5.51, 
1995,3,28,0, 
1995,3,29,5.72, 
1995,3,30,14.31, 
1995,3,31,15.46, 
1995,4,1,13.55, 
1995,4,2,46.32, 
1995,4,3,1.6, 
1995,4,4,3.4, 
1995,4,5,0.42, 
1995,4,6,17.51, 
1995,4,7,22.37, 
1995,4,8,0, 
1995,4,9,6.43, 
1995,4,10,6.39, 
1995,4,11,2.46, 
1995,4,12,44.51, 
1995,4,13,0, 
1995,4,14,0, 
1995,4,15,0.46, 
1995,4,16,16.52, 
1995,4,17,6.02, 
1995,4,18,6.43, 
1995,4,19,13.11, 
1995,4,20,24.54, 
1995,4,21,13.97, 
1995,4,22,0.65, 
1995,4,23,0, 
1995,4,24,0, 
1995,4,25,0, 
1995,4,26,0, 
1995,4,27,0, 
1995,4,28,15.17, 
1995,4,29,9.32, 
1995,4,30,16.41, 
1995,5,1,5.37, 
1995,5,2,10.89, 
1995,5,3,12.77, 
1995,5,4,15.55, 
1995,5,5,0, 
1995,5,6,2.91, 
1995,5,7,11.44, 
1995,5,8,63.45, 
1995,5,9,10.4, 
1995,5,10,0, 
1995,5,11,0, 
1995,5,12,8.51, 
1995,5,13,3.03, 
1995,5,14,36.78, 
1995,5,15,6.71, 
1995,5,16,2.89, 
1995,5,17,33.74, 
1995,5,18,2.77, 
1995,5,19,39.87, 
1995,5,20,1.11, 
1995,5,21,35.03, 
1995,5,22,20.95, 
1995,5,23,5.16, 
1995,5,24,4.92, 
1995,5,25,9.53, 
1995,5,26,5.11, 
1995,5,27,0.98, 
1995,5,28,0, 
1995,5,29,5.53, 
1995,5,30,0, 
1995,5,31,8.95, 
1995,6,1,0, 
1995,6,2,1.91, 
1995,6,3,26.53, 
1995,6,4,9.19, 
1995,6,5,1.06, 
1995,6,6,0, 
1995,6,7,0, 
1995,6,8,50.26, 
1995,6,9,6.65, 
1995,6,10,7.54, 
1995,6,11,0, 
1995,6,12,14.14, 
1995,6,13,4.46, 
1995,6,14,0, 
1995,6,15,1.1, 
1995,6,16,0, 
1995,6,17,0, 
1995,6,18,16.79, 
1995,6,19,24.68, 
1995,6,20,1.76, 
1995,6,21,0, 
1995,6,22,0.99, 
1995,6,23,0, 
1995,6,24,1.26, 
1995,6,25,0, 
1995,6,26,24.7, 
1995,6,27,0, 
1995,6,28,10.56, 
1995,6,29,4.79, 
1995,6,30,19.11, 
1995,7,1,10.18, 
1995,7,2,0, 
1995,7,3,4.95, 
1995,7,4,12.7, 
1995,7,5,25.68, 
1995,7,6,0, 
1995,7,7,14.56, 
1995,7,8,11.26, 
1995,7,9,3.21, 
1995,7,10,3.33, 
1995,7,11,5.5, 
1995,7,12,0, 
1995,7,13,0, 
1995,7,14,37.93, 
1995,7,15,18.47, 
1995,7,16,2.89, 
1995,7,17,11.13, 
1995,7,18,3.1, 
1995,7,19,0, 
1995,7,20,1.09, 
1995,7,21,3.01, 
1995,7,22,5.27, 
1995,7,23,0.96, 
1995,7,24,0, 
1995,7,25,0, 
1995,7,26,21.73, 
1995,7,27,9.57, 
1995,7,28,0, 
1995,7,29,0, 
1995,7,30,6.93, 
1995,7,31,21.65, 
1995,8,1,0.9, 
1995,8,2,0.43, 
1995,8,3,0, 
1995,8,4,4.23, 
1995,8,5,5.78, 
1995,8,6,0, 
1995,8,7,0, 
1995,8,8,0, 
1995,8,9,0, 
1995,8,10,0.4, 
1995,8,11,0.89, 
1995,8,12,0, 
1995,8,13,9.47, 
1995,8,14,8.1, 
1995,8,15,0, 
1995,8,16,0, 
1995,8,17,24.82, 
1995,8,18,5.69, 
1995,8,19,3.79, 
1995,8,20,0, 
1995,8,21,0, 
1995,8,22,0, 
1995,8,23,0, 
1995,8,24,0, 
1995,8,25,2.15, 
1995,8,26,0, 
1995,8,27,0, 
1995,8,28,0.49, 
1995,8,29,3.7, 
1995,8,30,1.01, 
1995,8,31,8.41, 
1995,9,1,7.57, 
1995,9,2,4.27, 
1995,9,3,2.84, 
1995,9,4,0.4, 
1995,9,5,4.55, 
1995,9,6,2.45, 
1995,9,7,1.16, 
1995,9,8,7.19, 
1995,9,9,1.14, 
1995,9,10,7.15, 
1995,9,11,5.96, 
1995,9,12,11.5, 
1995,9,13,5.67, 
1995,9,14,19.92, 
1995,9,15,18.87, 
1995,9,16,0, 
1995,9,17,0, 
1995,9,18,0.68, 
1995,9,19,2.44, 
1995,9,20,3.91, 
1995,9,21,6.37, 
1995,9,22,0, 
1995,9,23,0, 
1995,9,24,0, 
1995,9,25,16.39, 
1995,9,26,2.65, 
1995,9,27,9.37, 
1995,9,28,0.96, 
1995,9,29,0, 
1995,9,30,33.78, 
1995,10,1,1.72, 
1995,10,2,0.35, 
1995,10,3,1.96, 
1995,10,4,6.99, 
1995,10,5,17.25, 
1995,10,6,1.84, 
1995,10,7,0.35, 
1995,10,8,15.36, 
1995,10,9,7.68, 
1995,10,10,23.85, 
1995,10,11,13.72, 
1995,10,12,0, 
1995,10,13,2.09, 
1995,10,14,14.66, 
1995,10,15,32.41, 
1995,10,16,0.63, 
1995,10,17,0, 
1995,10,18,0.56, 
1995,10,19,7.33, 
1995,10,20,7.72, 
1995,10,21,10.05, 
1995,10,22,20.95, 
1995,10,23,0.55, 
1995,10,24,1.91, 
1995,10,25,3.99, 
1995,10,26,10.51, 
1995,10,27,0.52, 
1995,10,28,5.11, 
1995,10,29,3.21, 
1995,10,30,2.23, 
1995,10,31,27.13, 
1995,11,1,0, 
1995,11,2,4.02, 
1995,11,3,1.54, 
1995,11,4,13.44, 
1995,11,5,10.08, 
1995,11,6,2.77, 
1995,11,7,1.44, 
1995,11,8,0, 
1995,11,9,2.77, 
1995,11,10,17.92, 
1995,11,11,1.83, 
1995,11,12,4.6, 
1995,11,13,0, 
1995,11,14,3.52, 
1995,11,15,4.5, 
1995,11,16,10.98, 
1995,11,17,10.9, 
1995,11,18,1.65, 
1995,11,19,12.89, 
1995,11,20,33.01, 
1995,11,21,4.64, 
1995,11,22,0, 
1995,11,23,7.46, 
1995,11,24,39.68, 
1995,11,25,12, 
1995,11,26,10.99, 
1995,11,27,1.82, 
1995,11,28,7.68, 
1995,11,29,14.73, 
1995,11,30,0, 
1995,12,1,2.17, 
1995,12,2,9.72, 
1995,12,3,14.85, 
1995,12,4,4.21, 
1995,12,5,17.49, 
1995,12,6,43.69, 
1995,12,7,8.12, 
1995,12,8,16.82, 
1995,12,9,31.6, 
1995,12,10,42.5, 
1995,12,11,0.88, 
1995,12,12,1.12, 
1995,12,13,1.24, 
1995,12,14,4.2, 
1995,12,15,2.05, 
1995,12,16,1.86, 
1995,12,17,6.89, 
1995,12,18,29.47, 
1995,12,19,22.32, 
1995,12,20,1.69, 
1995,12,21,0.9, 
1995,12,22,2.14, 
1995,12,23,13.99, 
1995,12,24,2.27, 
1995,12,25,16.67, 
1995,12,26,25.32, 
1995,12,27,11.35, 
1995,12,28,11.9, 
1995,12,29,10.85, 
1995,12,30,1.23, 
1995,12,31,7.35, 
1996,1,1,0.8, 
1996,1,2,15.86, 
1996,1,3,2.53, 
1996,1,4,2.08, 
1996,1,5,1.4, 
1996,1,6,2.23, 
1996,1,7,1.63, 
1996,1,8,4.69, 
1996,1,9,10.09, 
1996,1,10,12.35, 
1996,1,11,22.28, 
1996,1,12,6.56, 
1996,1,13,19.41, 
1996,1,14,0.69, 
1996,1,15,1.27, 
1996,1,16,3.59, 
1996,1,17,0, 
1996,1,18,-9999, 
1996,1,19,21.36, 
1996,1,20,14.31, 
1996,1,21,14.05, 
1996,1,22,17.88, 
1996,1,23,4.86, 
1996,1,24,11.46, 
1996,1,25,35.87, 
1996,1,26,0.4, 
1996,1,27,2.91, 
1996,1,28,2.43, 
1996,1,29,7.77, 
1996,1,30,13.8, 
1996,1,31,1.23, 
1996,2,1,3.99, 
1996,2,2,13.75, 
1996,2,3,1.85, 
1996,2,4,0, 
1996,2,5,2.91, 
1996,2,6,2.43, 
1996,2,7,2.77, 
1996,2,8,55.39, 
1996,2,9,0, 
1996,2,10,15.91, 
1996,2,11,18.36, 
1996,2,12,28.73, 
1996,2,13,17.98, 
1996,2,14,3.71, 
1996,2,15,6.56, 
1996,2,16,5.71, 
1996,2,17,12.37, 
1996,2,18,6.66, 
1996,2,19,4.37, 
1996,2,20,1.06, 
1996,2,21,0.9, 
1996,2,22,0, 
1996,2,23,0, 
1996,2,24,0.64, 
1996,2,25,44.28, 
1996,2,26,19.98, 
1996,2,27,0, 
1996,2,28,8.48, 
1996,2,29,-9999, 
1996,3,1,20.88, 
1996,3,2,5.5, 
1996,3,3,0.57, 
1996,3,4,1.09, 
1996,3,5,3.51, 
1996,3,6,51.56, 
1996,3,7,0, 
1996,3,8,1.39, 
1996,3,9,8.7, 
1996,3,10,0, 
1996,3,11,2.74, 
1996,3,12,0.49, 
1996,3,13,0, 
1996,3,14,51.75, 
1996,3,15,2.98, 
1996,3,16,7.92, 
1996,3,17,17.06, 
1996,3,18,8.76, 
1996,3,19,20.56, 
1996,3,20,3.02, 
1996,3,21,4.59, 
1996,3,22,5.79, 
1996,3,23,28.08, 
1996,3,24,0.68, 
1996,3,25,0, 
1996,3,26,0, 
1996,3,27,0, 
1996,3,28,6.67, 
1996,3,29,18.88, 
1996,3,30,0.89, 
1996,3,31,4.02, 
1996,4,1,29.53, 
1996,4,2,1.8, 
1996,4,3,21.89, 
1996,4,4,12.95, 
1996,4,5,8.08, 
1996,4,6,0.74, 
1996,4,7,4.46, 
1996,4,8,6.7, 
1996,4,9,0, 
1996,4,10,9.3, 
1996,4,11,2.14, 
1996,4,12,4.68, 
1996,4,13,1.76, 
1996,4,14,32.68, 
1996,4,15,49.26, 
1996,4,16,25.49, 
1996,4,17,7.12, 
1996,4,18,18.29, 
1996,4,19,0, 
1996,4,20,0, 
1996,4,21,0, 
1996,4,22,0.8, 
1996,4,23,5.41, 
1996,4,24,0, 
1996,4,25,1.19, 
1996,4,26,14.87, 
1996,4,27,15.57, 
1996,4,28,0, 
1996,4,29,2.68, 
1996,4,30,7.76, 
1996,5,1,7.04, 
1996,5,2,3.03, 
1996,5,3,2.75, 
1996,5,4,11.39, 
1996,5,5,5.65, 
1996,5,6,6.16, 
1996,5,7,5.95, 
1996,5,8,6.43, 
1996,5,9,13.76, 
1996,5,10,7.39, 
1996,5,11,6.75, 
1996,5,12,0, 
1996,5,13,1.82, 
1996,5,14,20.51, 
1996,5,15,19.04, 
1996,5,16,28.56, 
1996,5,17,0, 
1996,5,18,25, 
1996,5,19,0.87, 
1996,5,20,22.32, 
1996,5,21,60.38, 
1996,5,22,1.52, 
1996,5,23,13.55, 
1996,5,24,16.29, 
1996,5,25,3.71, 
1996,5,26,4.59, 
1996,5,27,23.01, 
1996,5,28,7.82, 
1996,5,29,3.6, 
1996,5,30,24.35, 
1996,5,31,2.6, 
1996,6,1,1.21, 
1996,6,2,39.33, 
1996,6,3,0, 
1996,6,4,0, 
1996,6,5,0, 
1996,6,6,0, 
1996,6,7,0, 
1996,6,8,0, 
1996,6,9,3.68, 
1996,6,10,5.33, 
1996,6,11,1.05, 
1996,6,12,7.07, 
1996,6,13,0, 
1996,6,14,9.86, 
1996,6,15,1.08, 
1996,6,16,22.13, 
1996,6,17,10.84, 
1996,6,18,0, 
1996,6,19,7.29, 
1996,6,20,3.77, 
1996,6,21,52.11, 
1996,6,22,2.73, 
1996,6,23,0, 
1996,6,24,9.43, 
1996,6,25,14.55, 
1996,6,26,14.13, 
1996,6,27,3.73, 
1996,6,28,12.42, 
1996,6,29,3.36, 
1996,6,30,1.44, 
1996,7,1,0, 
1996,7,2,0, 
1996,7,3,0, 
1996,7,4,0, 
1996,7,5,0, 
1996,7,6,3.73, 
1996,7,7,7.61, 
1996,7,8,0, 
1996,7,9,0, 
1996,7,10,5.31, 
1996,7,11,14.52, 
1996,7,12,0, 
1996,7,13,0, 
1996,7,14,0, 
1996,7,15,1.16, 
1996,7,16,2.53, 
1996,7,17,0, 
1996,7,18,1.16, 
1996,7,19,1.14, 
1996,7,20,0, 
1996,7,21,5.25, 
1996,7,22,0, 
1996,7,23,0, 
1996,7,24,0, 
1996,7,25,0, 
1996,7,26,0, 
1996,7,27,9.59, 
1996,7,28,71.59, 
1996,7,29,24.34, 
1996,7,30,4.11, 
1996,7,31,0, 
1996,8,1,3.05, 
1996,8,2,1.98, 
1996,8,3,0.7, 
1996,8,4,0, 
1996,8,5,8.09, 
1996,8,6,7.78, 
1996,8,7,14.72, 
1996,8,8,2.04, 
1996,8,9,14.4, 
1996,8,10,0, 
1996,8,11,0, 
1996,8,12,1.24, 
1996,8,13,8.17, 
1996,8,14,0, 
1996,8,15,0.95, 
1996,8,16,22.42, 
1996,8,17,2.02, 
1996,8,18,19.33, 
1996,8,19,2.24, 
1996,8,20,2.93, 
1996,8,21,2.49, 
1996,8,22,8.16, 
1996,8,23,0, 
1996,8,24,13.33, 
1996,8,25,0, 
1996,8,26,1.38, 
1996,8,27,2.42, 
1996,8,28,14.64, 
1996,8,29,7.56, 
1996,8,30,1.75, 
1996,8,31,0, 
1996,9,1,0, 
1996,9,2,33.59, 
1996,9,3,10.1, 
1996,9,4,0, 
1996,9,5,0, 
1996,9,6,2.76, 
1996,9,7,14.56, 
1996,9,8,3.83, 
1996,9,9,0, 
1996,9,10,1.18, 
1996,9,11,28.36, 
1996,9,12,0, 
1996,9,13,0, 
1996,9,14,0.52, 
1996,9,15,0, 
1996,9,16,8.26, 
1996,9,17,13.48, 
1996,9,18,18.6, 
1996,9,19,9.14, 
1996,9,20,36.81, 
1996,9,21,0.92, 
1996,9,22,13.78, 
1996,9,23,1.07, 
1996,9,24,1.61, 
1996,9,25,11.94, 
1996,9,26,21.36, 
1996,9,27,0.61, 
1996,9,28,1.3, 
1996,9,29,1.48, 
1996,9,30,28.39, 
1996,10,1,1.69, 
1996,10,2,1.87, 
1996,10,3,5.77, 
1996,10,4,5.87, 
1996,10,5,4.5, 
1996,10,6,24.95, 
1996,10,7,4.44, 
1996,10,8,14.22, 
1996,10,9,17.19, 
1996,10,10,0.93, 
1996,10,11,28.01, 
1996,10,12,10.76, 
1996,10,13,15.87, 
1996,10,14,1.28, 
1996,10,15,30.56, 
1996,10,16,0.76, 
1996,10,17,1.4, 
1996,10,18,0.5, 
